semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:explain:description,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:explain:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,"It is also true, and it is not an answer."
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:explain:label,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:explain:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,Explain what your week looks like
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:explain:memory,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:explain:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:household-peer,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,You told {role:household-peer} what your own week looked like instead of answering.
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:later:description,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:later:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,You mean it when you say it.
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:later:label,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:later:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,Say you'll sort it at the weekend
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:later:memory,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:later:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:household-peer,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,You told {role:household-peer} you would sort the week out at the weekend.
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:pay-for-it:description,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:pay-for-it:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,It costs money you would notice.
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:pay-for-it:label,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:pay-for-it:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,Offer to pay someone
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:pay-for-it:memory,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:pay-for-it:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:household-peer,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,You offered to pay somebody to take the part of the week you and {role:household-peer} were arguing about.
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:take-it-on:description,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:take-it-on:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,"Name which parts, tonight."
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:take-it-on:label,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:take-it-on:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,Take some of it back
prose:life:episode:home.the-week-that-does-not-balance/the-first-time-it-is-said#option:take-it-on:memory,life,episode,home.the-week-that-does-not-balance/the-first-time-it-is-said,option:take-it-on:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:household-peer,src/simulation/episode-bank.ts,EPISODE_FAMILIES/home.the-week-that-does-not-balance/the-first-time-it-is-said,role:household-peer capability:answers-for-themselves age-at-least:18 fact:household.shared,You named which parts of the week you would take back off {role:household-peer}.
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#line:0,life,episode,kin.the-work-that-is-not-paid/the-family-shop,line:0,scene-line,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,{role:relative} has asked you to work weekends at the business where the family works.
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#line:1,life,episode,kin.the-work-that-is-not-paid/the-family-shop,line:1,scene-line,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,There's no pay in it.
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:offer-some-weekends:description,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:offer-some-weekends:description,option-description,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,"Tell {role:relative} you can do some, not all."
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:offer-some-weekends:label,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:offer-some-weekends:label,option-label,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,Offer some weekends
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:offer-some-weekends:memory,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:offer-some-weekends:memory,option-memory,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,"You told {role:relative} you would work some weekends at the business, not every one."
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:say-no:description,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:say-no:description,option-description,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,Tell {role:relative} you won't.
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:say-no:label,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:say-no:label,option-label,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,Say no
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:say-no:memory,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:say-no:memory,option-memory,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,You told {role:relative} you wouldn't work weekends at the business.
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:say-yes:description,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:say-yes:description,option-description,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,Tell {role:relative} you'll work the weekends.
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:say-yes:label,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:say-yes:label,option-label,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,Work the weekends
prose:life:episode:kin.the-work-that-is-not-paid/the-family-shop#option:say-yes:memory,life,episode,kin.the-work-that-is-not-paid/the-family-shop,option:say-yes:memory,option-memory,WITHHELD_BY_GROUNDING,Missing canonical family business/work relationship and unpaid weekend request; kinship is insufficient.,templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-family-shop,withheld fact:kin.present role:relative age-at-least:17 age-below:26,"You told {role:relative} you would work weekends at the business, unpaid."
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#line:0,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,line:0,scene-line,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,You're still working the unpaid weekends you agreed to with {role:relative}.
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#line:1,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,line:1,scene-line,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,Nothing has been said about it ending.
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#option:bring-it-up:description,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,option:bring-it-up:description,option-description,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,Ask {role:relative} how long the weekends are meant to go on.
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#option:bring-it-up:label,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,option:bring-it-up:label,option-label,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,Ask {role:relative} how long
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#option:bring-it-up:memory,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,option:bring-it-up:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,You asked {role:relative} how long the unpaid weekends were meant to go on.
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#option:say-nothing-about-it:description,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,option:say-nothing-about-it:description,option-description,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,Don't raise it with {role:relative}.
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#option:say-nothing-about-it:label,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,option:say-nothing-about-it:label,option-label,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,Don't raise it
prose:life:episode:kin.the-work-that-is-not-paid/the-third-weekend#option:say-nothing-about-it:memory,life,episode,kin.the-work-that-is-not-paid/the-third-weekend,option:say-nothing-about-it:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing continuing specific family-work commitment, active business/work context and performed weekends; earlier yes and elapsed time are insufficient.",templated,role:relative,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/kin.the-work-that-is-not-paid/the-third-weekend,withheld after-choice:the-family-shop:say-yes days-since-stage:the-family-shop:60 role:relative,You didn't say anything to {role:relative} about when the weekends would end.
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#line:0,life,episode,money.the-thing-you-are-behind-on/arrangement-held,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,"The arrangement has held for eight months, which is longer than you expected of yourself."
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#line:1,life,episode,money.the-thing-you-are-behind-on/arrangement-held,line:1,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,"The last payment is close enough now to see, and there is a version of the next few months where you clear it early."
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#option:clear-it:description,life,episode,money.the-thing-you-are-behind-on/arrangement-held,option:clear-it:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,It empties everything else out.
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#option:clear-it:label,life,episode,money.the-thing-you-are-behind-on/arrangement-held,option:clear-it:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,Clear it early
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#option:clear-it:memory,life,episode,money.the-thing-you-are-behind-on/arrangement-held,option:clear-it:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,You cleared it early and had nothing behind you for a month.
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#option:run-it-out:description,life,episode,money.the-thing-you-are-behind-on/arrangement-held,option:run-it-out:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,Keep something back.
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#option:run-it-out:label,life,episode,money.the-thing-you-are-behind-on/arrangement-held,option:run-it-out:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,Run it to the end
prose:life:episode:money.the-thing-you-are-behind-on/arrangement-held#option:run-it-out:memory,life,episode,money.the-thing-you-are-behind-on/arrangement-held,option:run-it-out:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/arrangement-held,after-choice:the-first-letter:call days-since-stage:the-first-letter:240,You ran the arrangement out to the end and kept a margin.
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#line:0,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,"It is not letters any more. Somebody rings during the day, and they have your work number."
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#line:1,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,line:1,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,The number is larger than it was and the reason it is larger is on the second page.
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:ask-someone:description,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:ask-someone:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,You will have to say how it got here.
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:ask-someone:label,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:ask-someone:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,Ask someone for help
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:ask-someone:memory,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:ask-someone:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,"You asked somebody for help with it, and had to say how it had got that far."
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:challenge:description,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:challenge:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,It might be wrong. It will take months either way.
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:challenge:label,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:challenge:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,Challenge the second page
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:challenge:memory,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:challenge:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,"You challenged how the number had grown, and it took months to find out whether you were right."
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:deal-with-it:description,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:deal-with-it:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,It takes longer and costs more.
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:deal-with-it:label,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:deal-with-it:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,Deal with it yourself
prose:life:episode:money.the-thing-you-are-behind-on/it-got-further-behind#option:deal-with-it:memory,life,episode,money.the-thing-you-are-behind-on/it-got-further-behind,option:deal-with-it:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/it-got-further-behind,after-stage:the-first-letter without-choice:the-first-letter:call days-since-stage:the-first-letter:200 fact:money.obligation,"You dealt with it on your own, which took twice as long as it needed to."
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#line:0,life,episode,money.the-thing-you-are-behind-on/the-first-letter,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,The letter is polite and the number at the bottom is not one you can pay this month.
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#line:1,life,episode,money.the-thing-you-are-behind-on/the-first-letter,line:1,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,"There is a phone number on it, and a date fourteen days out."
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:call:description,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:call:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,And say what you can actually manage.
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:call:label,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:call:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,Call the number
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:call:memory,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:call:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,You rang the number on the letter and said what you could actually manage.
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:pay-part:description,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:pay-part:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,It is not the number on the letter.
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:pay-part:label,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:pay-part:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,Send what you have
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:pay-part:memory,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:pay-part:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,You sent part of it and hoped that would be read as good faith.
prose:life:episode:money.the-thing-you-are-behind-on/the-first-letter#option:wait:description,life,episode,money.the-thing-you-are-behind-on/the-first-letter,option:wait:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/episode-bank.ts,EPISODE_FAMILIES/money.the-thing-you-are-behind-on/the-first-letter,fact:money.obligation age-at-least:18,There is always a next one.
